1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,41,1,1,1,0,1,1,0,0,0,9,0,0,0,0,1,0,1,0,1,0,1,0,0,1
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1
1,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
1,0,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,42,0,1
1,0,1,0,0,0,0,1,1,41,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1
1,61,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,61,1,32,1
1,1,1,1,1,1,1,1,1,1,0,0,0,2B,2B,0,0,0,1,1,1,1,1,1,1,1,1,1
1,7R,7R,7R,7R,7R,7R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7B,7B,7B,7B,7B,7B,1
1,7R,7R,7R,7R,7R,7R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7B,7B,7B,7B,7B,7B,1
1,7R,7R,7R,7R,7R,7R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7B,7B,7B,7B,7B,7B,1
1,7R,7R,7R,7R,7R,7R,0,0,2R,0,0,0,5,0,0,0,0,2R,0,0,7B,7B,7B,7B,7B,7B,1
1,7B,7B,7B,7B,7B,7B,0,0,2R,0,0,0,0,0,0,0,0,2R,0,0,7R,7R,7R,7R,7R,7R,1
1,7B,7B,7B,7B,7B,7B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7R,7R,7R,7R,7R,7R,1
1,7B,7B,7B,7B,7B,7B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7R,7R,7R,7R,7R,7R,1
1,7B,7B,7B,7B,7B,7B,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7R,7R,7R,7R,7R,7R,1
1,1,1,1,1,1,1,1,1,1,0,0,0,2B,2B,0,0,0,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,34,1,0,0,1
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
1,1,0,0,0,0,0,0,61,1,7B,7B,7B,7B,7R,7R,7R,7R,1,0,0,0,44,0,1,0,0,1
1,0,0,0,0,0,1,1,1,1,7B,7B,7B,7B,7R,7R,7R,7R,1,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,33,1,7B,7B,7B,7B,7R,7R,7R,7R,1,0,0,0,0,0,1,1,0,1
1,0,0,0,1,0,43,1,1,1,7B,7B,7B,7B,7R,7R,7R,7R,1,0,0,0,0,0,1,0,0,1
1,0,0,0,0,0,0,0,0,1,7B,7B,7B,7B,7R,7R,7R,7R,1,0,0,0,0,0,1,0,0,1
1,0,1,0,1,0,0,0,0,1,7B,7B,7B,7B,7R,7R,7R,7R,1,0,0,0,0,0,1,61,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
